Train_No,Start_Station_Code,Start_Station_Name,End_Station_Code,End_Station_Name,Total_Distance,Duration_Minutes,Duration_Hours,Route_Type
11029,CSMT,CST-MUMBAI,KOP,CHHATRAPATI,517,705.0,11.75,Long
11030,KOP,CHHATRAPATI,CSMT,CST-MUMBAI,517,730.0,12.166666666666666,Long
11031,SUR,SOLAPUR,BJP,BIJAPUR JN,108,130.0,2.1666666666666665,Medium
11032,BJP,BIJAPUR JN,SUR,SOLAPUR,108,170.0,2.8333333333333335,Medium
11033,PUNE,PUNE JN.,DBG,DARBHANGA JN,1955,2310.0,38.5,Long
11034,DBG,DARBHANGA JN,PUNE,PUNE JN.,1953,2360.0,39.333333333333336,Long
11035,DR,DADAR,MYS,MYSORE JN.,1210,1450.0,24.166666666666668,Long
11036,MYS,MYSORE JN.,DR,DADAR,1213,1405.0,23.416666666666668,Long
11037,PUNE,PUNE JN.,GKP,GORAKHPUR JN,1777,1970.0,32.833333333333336,Long
11038,GKP,GORAKHPUR JN,PUNE,PUNE JN.,1777,2195.0,36.583333333333336,Long
11039,KOP,CHHATRAPATI,G,GONDIA JN.,1352,1725.0,28.75,Long
11040,G,GONDIA JN.,KOP,CHHATRAPATI,1353,1705.0,28.416666666666668,Long
11041,CSMT,CST-MUMBAI,MAS,CHENNAI CENT,1281,1590.0,26.5,Long
11042,MAS,CHENNAI CENT,CSMT,CST-MUMBAI,1283,1515.0,25.25,Long
11043,LTT,LOKMANYA TIL,MDU,MADURAI JN,1696,2035.0,33.916666666666664,Long
11044,MDU,MADURAI JN,LTT,LOKMANYA TIL,1700,2145.0,35.75,Long
11045,KOP,CHHATRAPATI,DHN,DHANBAD JN.,2894,3615.0,60.25,Long
11046,DHN,DHANBAD JN.,KOP,CHHATRAPATI,2892,3705.0,61.75,Long
11047,MRJ,MIRAJ JN.,UBL,HUBLI JN.,278,375.0,6.25,Medium
11048,UBL,HUBLI JN.,MRJ,MIRAJ JN.,279,345.0,5.75,Medium
11049,ADI,AHMEDABAD,KOP,CHHATRAPATI,949,1200.0,20.0,Long
11050,KOP,CHHATRAPATI,ADI,AHMEDABAD,949,1135.0,18.916666666666668,Long
11051,SUR,SOLAPUR,KOP,CHHATRAPATI,314,405.0,6.75,Medium
11052,KOP,CHHATRAPATI,SUR,SOLAPUR,314,455.0,7.583333333333333,Medium
11053,LTT,LOKMANYA TIL,AMH,AZAMGARH,1552,2010.0,33.5,Long
11054,AMH,AZAMGARH,LTT,LOKMANYA TIL,1551,1855.0,30.916666666666668,Long
11055,LTT,LOKMANYA TIL,GKP,GORAKHPUR JN,1732,2005.0,33.416666666666664,Long
11056,GKP,GORAKHPUR JN,LTT,LOKMANYA TIL,1732,2035.0,33.916666666666664,Long
11057,CSMT,CST-MUMBAI,ASR,AMRITSAR JN.,2026,2460.0,41.0,Long
11058,ASR,AMRITSAR JN.,CSMT,CST-MUMBAI,2029,2615.0,43.583333333333336,Long
11059,LTT,LOKMANYA TIL,CPR,CHHAPRA JN.,1772,2050.0,34.166666666666664,Long
11060,CPR,CHHAPRA JN.,LTT,LOKMANYA TIL,1770,2100.0,35.0,Long
11061,LTT,LOKMANYA TIL,DBG,DARBHANGA JN,1885,2215.0,36.916666666666664,Long
11062,DBG,DARBHANGA JN,LTT,LOKMANYA TIL,1883,2315.0,38.583333333333336,Long
11063,MS,CHENNAI EGMO,SA,SALEM JN.,352,380.0,6.333333333333333,Medium
11064,SA,SALEM JN.,MS,CHENNAI EGMO,352,385.0,6.416666666666667,Medium
11067,LTT,LOKMANYA TIL,FD,FAIZABAD JN.,1510,1652.0,27.533333333333335,Long
11068,FD,FAIZABAD JN.,LTT,LOKMANYA TIL,1509,1795.0,29.916666666666668,Long
11071,LTT,LOKMANYA TIL,BSB,VARANASI JN.,1645,1845.0,30.75,Long
11072,BSB,VARANASI JN.,LTT,LOKMANYA TIL,1647,1860.0,31.0,Long
11073,LTT,LOKMANYA TIL,MAS,CHENNAI CENT,1265,1415.0,23.583333333333332,Long
11074,MAS,CHENNAI CENT,LTT,LOKMANYA TIL,1267,1485.0,24.75,Long
11075,LTT,LOKMANYA TIL,BIDR,BIDAR,651,805.0,13.416666666666666,Long
11076,BIDR,BIDAR,LTT,LOKMANYA TIL,651,935.0,15.583333333333334,Long
11077,PUNE,PUNE JN.,JAT,JAMMU TAWI,2155,2445.0,40.75,Long
11078,JAT,JAMMU TAWI,PUNE,PUNE JN.,2157,2485.0,41.416666666666664,Long
11079,LTT,LOKMANYA TIL,GKP,GORAKHPUR JN,1745,2020.0,33.666666666666664,Long
11080,GKP,GORAKHPUR JN,LTT,LOKMANYA TIL,1745,2070.0,34.5,Long
11081,LTT,LOKMANYA TIL,GKP,GORAKHPUR JN,1731,2055.0,34.25,Long
11082,GKP,GORAKHPUR JN,LTT,LOKMANYA TIL,1731,2035.0,33.916666666666664,Long
11083,LTT,LOKMANYA TIL,KZJ,KAZIPET JN.,1153,1650.0,27.5,Long
11084,KZJ,KAZIPET JN.,LTT,LOKMANYA TIL,1153,1770.0,29.5,Long
11085,LTT,LOKMANYA TIL,MAO,MADGOAN JN.,574,717.0,11.95,Long
11086,MAO,MADGOAN JN.,LTT,LOKMANYA TIL,578,670.0,11.166666666666666,Long
11087,VRL,VERAVAL,PUNE,PUNE JN.,1053,1215.0,20.25,Long
11088,PUNE,PUNE JN.,VRL,VERAVAL,1053,1255.0,20.916666666666668,Long
11089,BGKT,BHAGAT-KI-KO,PUNE,PUNE JN.,1074,1390.0,23.166666666666668,Long
11090,PUNE,PUNE JN.,BGKT,BHAGAT-KI-KO,1072,1280.0,21.333333333333332,Long
11091,BHUJ,NEW BHUJ,PUNE,PUNE JN.,981,1185.0,19.75,Long
11092,PUNE,PUNE JN.,BHUJ,NEW BHUJ,981,1170.0,19.5,Long
11093,CSMT,CST-MUMBAI,BSB,VARANASI JN.,1516,1710.0,28.5,Long
11094,BSB,VARANASI JN.,CSMT,CST-MUMBAI,1515,1615.0,26.916666666666668,Long
11095,ADI,AHMEDABAD,PUNE,PUNE JN.,623,745.0,12.416666666666666,Long
11096,PUNE,PUNE JN.,ADI,AHMEDABAD,622,715.0,11.916666666666666,Long
11097,PUNE,PUNE JN.,ERS,ERNAKULAM. J,1278,1960.0,32.666666666666664,Long
11098,ERS,ERNAKULAM. J,PUNE,PUNE JN.,1279,1775.0,29.583333333333332,Long
11101,PUNE,PUNE JN.,GWL,GWALIOR JN,1373,1605.0,26.75,Long
11102,GWL,GWALIOR JN,PUNE,PUNE JN.,1373,1745.0,29.083333333333332,Long
11103,JHS,JHANSI JN,BDTS,BANDRA TERMI,1321,1435.0,23.916666666666668,Long
11104,BDTS,BANDRA TERMI,JHS,JHANSI JN,1321,1530.0,25.5,Long
11107,GWL,GWALIOR JN,BSB,VARANASI JN.,629,850.0,14.166666666666666,Long
11108,BSB,VARANASI JN.,GWL,GWALIOR JN,629,920.0,15.333333333333334,Long
11109,JHS,JHANSI JN,LJN,LUCKNOW JN.,291,355.0,5.916666666666667,Medium
11110,LJN,LUCKNOW JN.,JHS,JHANSI JN,291,355.0,5.916666666666667,Medium
11111,GWL,GWALIOR JN,BLP,"BALRAMPUR,",939,1195.0,19.916666666666668,Long
11112,BLP,"BALRAMPUR,",GWL,GWALIOR JN,941,1095.0,18.25,Long
11123,BJU,BARAUNI JN.,GWL,GWALIOR JN,1051,1570.0,26.166666666666668,Long
11124,GWL,GWALIOR JN,BJU,BARAUNI JN.,1054,1510.0,25.166666666666668,Long
11125,INDB,INDORE BG,GWL,GWALIOR JN,561,702.0,11.7,Long
11126,GWL,GWALIOR JN,INDB,INDORE BG,561,745.0,12.416666666666666,Long
11201,LTT,LOKMANYA TIL,AJNI,AJNI,1015,1295.0,21.583333333333332,Long
11202,AJNI,AJNI,LTT,LOKMANYA TIL,1015,1290.0,21.5,Long
11203,NGP,NAGPUR JN.(C,JP,JAIPUR JN.,1340,1570.0,26.166666666666668,Long
11204,JP,JAIPUR JN.,NGP,NAGPUR JN.(C,1340,1605.0,26.75,Long
11205,LTT,LOKMANYA TIL,NZB,NIZAMABAD,699,995.0,16.583333333333332,Long
11206,NZB,NIZAMABAD,LTT,LOKMANYA TIL,699,870.0,14.5,Long
11265,JBP,JABALPUR,ABKP,AMBIKAPUR,432,540.0,9.0,Medium
11266,ABKP,AMBIKAPUR,JBP,JABALPUR,434,520.0,8.666666666666666,Medium
11272,BPL,BHOPAL,ET,ITARSI,737,1075.0,17.916666666666668,Long
11301,CSMT,CST-MUMBAI,SBC,KRANTIVIRA S,1154,1480.0,24.666666666666668,Long
11302,SBC,KRANTIVIRA S,CSMT,CST-MUMBAI,1154,1410.0,23.5,Long
11303,HYB,HYDERABAD DE,KOP,CHHATRAPATI,989,1410.0,23.5,Long
11304,KOP,CHHATRAPATI,HYB,HYDERABAD DE,987,1390.0,23.166666666666668,Long
11307,GR,GULBARGA,HYB,HYDERABAD DE,221,275.0,4.583333333333333,Medium
11308,HYB,HYDERABAD DE,GR,GULBARGA,223,300.0,5.0,Medium
11309,SUR,SOLAPUR,MRJ,MIRAJ JN.,267,365.0,6.083333333333333,Medium
11310,MRJ,MIRAJ JN.,SUR,SOLAPUR,267,330.0,5.5,Medium
11401,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(C,1053,1420.0,23.666666666666668,Long
11402,NGP,NAGPUR JN.(C,CSMT,CST-MUMBAI,1052,1415.0,23.583333333333332,Long
11403,NGP,NAGPUR JN.(C,KOP,CHHATRAPATI,1026,1380.0,23.0,Long
11404,KOP,CHHATRAPATI,NGP,NAGPUR JN.(C,1026,1425.0,23.75,Long
11405,PUNE,PUNE JN.,AMI,AMRAVATI,811,1020.0,17.0,Long
11406,AMI,AMRAVATI,PUNE,PUNE JN.,812,1125.0,18.75,Long
11407,PUNE,PUNE JN.,LJN,LUCKNOW JN.,1478,1710.0,28.5,Long
11408,LJN,LUCKNOW JN.,PUNE,PUNE JN.,1478,1715.0,28.583333333333332,Long
11423,SUR,SOLAPUR,UBL,HUBLI JN.,357,485.0,8.083333333333334,Medium
11424,UBL,HUBLI JN.,SUR,SOLAPUR,356,495.0,8.25,Medium
11447,JBP,JABALPUR,HWH,HOWRAH JN.,1156,1705.0,28.416666666666668,Long
11448,HWH,HOWRAH JN.,JBP,JABALPUR,1155,1515.0,25.25,Long
11449,JBP,JABALPUR,SVDK,SHRI MATA VA,1561,1970.0,32.833333333333336,Long
11450,SVDK,SHRI MATA VA,JBP,JABALPUR,1564,2010.0,33.5,Long
11463,SMNH,SOMNATH,JBP,JABALPUR,1416,1780.0,29.666666666666668,Long
11464,JBP,JABALPUR,SMNH,SOMNATH,1417,1785.0,29.75,Long
11465,SMNH,SOMNATH,JBP,JABALPUR,1572,1950.0,32.5,Long
11466,JBP,JABALPUR,SMNH,SOMNATH,1575,1905.0,31.75,Long
11651,JBP,JABALPUR,SGRL,SINGRAULI,344,415.0,6.916666666666667,Medium
11652,SGRL,SINGRAULI,JBP,JABALPUR,345,420.0,7.0,Medium
11701,JBP,JABALPUR,INDB,INDORE BG,751,890.0,14.833333333333334,Long
11702,INDB,INDORE BG,JBP,JABALPUR,751,925.0,15.416666666666666,Long
11703,REWA,REWA,DADN,MHOW,823,1015.0,16.916666666666668,Long
11704,DADN,MHOW,REWA,REWA,821,965.0,16.083333333333332,Long
11801,JHS,JHANSI JN,ETW,ETAWAH,215,305.0,5.083333333333333,Medium
11802,ETW,ETAWAH,JHS,JHANSI JN,215,295.0,4.916666666666667,Medium
11901,MTJ,MATHURA JN.,KKDE,KURUKSHETRA,292,430.0,7.166666666666667,Medium
11902,KKDE,KURUKSHETRA,MTJ,MATHURA JN.,294,400.0,6.666666666666667,Medium
12001,HBJ,HABIBGANJ,NDLS,NEW DELHI,688,510.0,8.5,Long
12002,NDLS,NEW DELHI,HBJ,HABIBGANJ,690,505.0,8.416666666666666,Long
12003,LJN,LUCKNOW JN.,NDLS,NEW DELHI,504,400.0,6.666666666666667,Long
12004,NDLS,NEW DELHI,LJN,LUCKNOW JN.,504,390.0,6.5,Long
12005,NDLS,NEW DELHI,KLK,KALKA,268,245.0,4.083333333333333,Medium
12006,KLK,KALKA,NDLS,NEW DELHI,268,245.0,4.083333333333333,Medium
12007,MAS,CHENNAI CENT,MYS,MYSORE JN.,498,420.0,7.0,Medium
12008,MYS,MYSORE JN.,MAS,CHENNAI CENT,499,430.0,7.166666666666667,Medium
12009,BCT,MUMBAI CENTR,ADI,AHMEDABAD,490,380.0,6.333333333333333,Medium
12010,ADI,AHMEDABAD,BCT,MUMBAI CENTR,490,400.0,6.666666666666667,Medium
12011,NDLS,NEW DELHI,KLK,KALKA,268,245.0,4.083333333333333,Medium
12012,KLK,KALKA,NDLS,NEW DELHI,268,250.0,4.166666666666667,Medium
12013,NDLS,NEW DELHI,ASR,AMRITSAR JN.,447,360.0,6.0,Medium
12014,ASR,AMRITSAR JN.,NDLS,NEW DELHI,447,360.0,6.0,Medium
12015,NDLS,NEW DELHI,AII,AJMER JN.,442,400.0,6.666666666666667,Medium
12016,AII,AJMER JN.,NDLS,NEW DELHI,442,415.0,6.916666666666667,Medium
12017,NDLS,NEW DELHI,DDN,DEHRA DUN,314,355.0,5.916666666666667,Medium
12018,DDN,DEHRA DUN,NDLS,NEW DELHI,314,345.0,5.75,Medium
12019,HWH,HOWRAH JN.,RNC,RANCHI,436,430.0,7.166666666666667,Medium
12020,RNC,RANCHI,HWH,HOWRAH JN.,434,465.0,7.75,Medium
12021,HWH,HOWRAH JN.,BBN,BARBIL,402,405.0,6.75,Medium
12022,BBN,BARBIL,HWH,HOWRAH JN.,401,425.0,7.083333333333333,Medium
12023,HWH,HOWRAH JN.,PNBE,PATNA JN.,530,520.0,8.666666666666666,Long
12024,PNBE,PATNA JN.,HWH,HOWRAH JN.,531,470.0,7.833333333333333,Long
12025,PUNE,PUNE JN.,SC,SECUNDERABAD,598,510.0,8.5,Long
12026,SC,SECUNDERABAD,PUNE,PUNE JN.,598,505.0,8.416666666666666,Long
12027,MAS,CHENNAI CENT,SBC,KRANTIVIRA S,360,300.0,5.0,Medium
12028,SBC,KRANTIVIRA S,MAS,CHENNAI CENT,361,300.0,5.0,Medium
12029,NDLS,NEW DELHI,ASR,AMRITSAR JN.,447,385.0,6.416666666666667,Medium
12030,ASR,AMRITSAR JN.,NDLS,NEW DELHI,447,375.0,6.25,Medium
12031,NDLS,NEW DELHI,ASR,AMRITSAR JN.,447,385.0,6.416666666666667,Medium
12032,ASR,AMRITSAR JN.,NDLS,NEW DELHI,447,375.0,6.25,Medium
12033,CNB,KANPUR CENTR,NDLS,NEW DELHI,430,320.0,5.333333333333333,Medium
12034,NDLS,NEW DELHI,CNB,KANPUR CENTR,430,295.0,4.916666666666667,Medium
12035,JP,JAIPUR JN.,AF,AGRA  FORT,240,210.0,3.5,Medium
12036,AF,AGRA  FORT,JP,JAIPUR JN.,240,220.0,3.6666666666666665,Medium
12037,NDLS,NEW DELHI,LDH,LUDHIANA JN.,328,325.0,5.416666666666667,Medium
12038,LDH,LUDHIANA JN.,NDLS,NEW DELHI,328,330.0,5.5,Medium
12039,KGM,KATHGODAM,NDLS,NEW DELHI,283,330.0,5.5,Medium
12040,NDLS,NEW DELHI,KGM,KATHGODAM,283,340.0,5.666666666666667,Medium
12041,HWH,HOWRAH JN.,NJP,NEW JALPAIGU,560,495.0,8.25,Long
12042,NJP,NEW JALPAIGU,HWH,HOWRAH JN.,560,485.0,8.083333333333334,Long
12043,NDLS,NEW DELHI,MOGA,MOGA,397,425.0,7.083333333333333,Medium
12044,MOGA,MOGA,NDLS,NEW DELHI,397,430.0,7.166666666666667,Medium
12045,NDLS,NEW DELHI,CDG,CHANDIGARH,243,210.0,3.5,Medium
12046,CDG,CHANDIGARH,NDLS,NEW DELHI,243,205.0,3.4166666666666665,Medium
12047,NDLS,NEW DELHI,FZR,FIROZPUR CAN,385,390.0,6.5,Medium
12048,FZR,FIROZPUR CAN,NDLS,NEW DELHI,385,440.0,7.333333333333333,Medium
12049,AGC,AGRA CANTT,NZM,HAZRAT NIZAM,181,100.0,1.6666666666666667,Medium
12050,NZM,HAZRAT NIZAM,AGC,AGRA CANTT,183,100.0,1.6666666666666667,Medium
12051,DR,DADAR,MAO,MADGOAN JN.,581,520.0,8.666666666666666,Long
12052,MAO,MADGOAN JN.,DR,DADAR,585,515.0,8.583333333333334,Long
12053,HW,HARIDWAR JN,ASR,AMRITSAR JN.,406,440.0,7.333333333333333,Medium
12054,ASR,AMRITSAR JN.,HW,HARIDWAR JN,406,440.0,7.333333333333333,Medium
12055,NDLS,NEW DELHI,DDN,DEHRA DUN,304,350.0,5.833333333333333,Medium
12056,DDN,DEHRA DUN,NDLS,NEW DELHI,304,370.0,6.166666666666667,Medium
12057,NDLS,NEW DELHI,UHL,UNA HIMACHAL,386,455.0,7.583333333333333,Medium
12058,UHL,UNA HIMACHAL,NDLS,NEW DELHI,386,420.0,7.0,Medium
12059,KOTA,KOTA,NZM,HAZRAT NIZAM,447,395.0,6.583333333333333,Medium
12060,NZM,HAZRAT NIZAM,KOTA,KOTA,450,405.0,6.75,Medium
12061,HBJ,HABIBGANJ,JBP,JABALPUR,330,315.0,5.25,Medium
12062,JBP,JABALPUR,HBJ,HABIBGANJ,330,330.0,5.5,Medium
12065,AII,AJMER JN.,NZM,HAZRAT NIZAM,389,410.0,6.833333333333333,Medium
12066,NZM,HAZRAT NIZAM,AII,AJMER JN.,389,415.0,6.916666666666667,Medium
12067,GHY,GUWAHATI,JTTN,JORHAT TOWN,376,410.0,6.833333333333333,Medium
12068,JTTN,JORHAT TOWN,GHY,GUWAHATI,375,410.0,6.833333333333333,Medium
12069,RIG,RAIGARH,G,GONDIA JN.,419,420.0,7.0,Medium
12070,G,GONDIA JN.,RIG,RAIGARH,411,420.0,7.0,Medium
12071,DR,DADAR,J,JALNA,422,450.0,7.5,Medium
12072,J,JALNA,DR,DADAR,422,465.0,7.75,Medium
12073,HWH,HOWRAH JN.,BBS,BHUBANESWAR,442,415.0,6.916666666666667,Medium
12074,BBS,BHUBANESWAR,HWH,HOWRAH JN.,441,400.0,6.666666666666667,Medium
12075,CLT,CALICUT,TVC,TRIVANDRUM C,399,445.0,7.416666666666667,Medium
12076,TVC,TRIVANDRUM C,CLT,CALICUT,398,420.0,7.0,Medium
12077,MAS,CHENNAI CENT,BZA,VIJAYWADA JN,453,430.0,7.166666666666667,Medium
12078,BZA,VIJAYWADA JN,MAS,CHENNAI CENT,453,435.0,7.25,Medium
12079,SBC,KRANTIVIRA S,UBL,HUBLI JN.,470,445.0,7.416666666666667,Medium
12080,UBL,HUBLI JN.,SBC,KRANTIVIRA S,468,445.0,7.416666666666667,Medium
12081,CAN,KANNUR,TVC,TRIVANDRUM C,500,550.0,9.166666666666666,Medium
12082,TVC,TRIVANDRUM C,CAN,KANNUR,499,550.0,9.166666666666666,Medium
12083,MV,MAYILADUTURA,CBE,COIMBATORE,361,385.0,6.416666666666667,Medium
12084,CBE,COIMBATORE,MV,MAYILADUTURA,361,390.0,6.5,Medium
12085,GHY,GUWAHATI,DBRG,DIBRUGARH,506,545.0,9.083333333333334,Long
12086,DBRG,DIBRUGARH,GHY,GUWAHATI,505,535.0,8.916666666666666,Long
12087,NHLN,NAHARLAGUN,GHY,GUWAHATI,332,360.0,6.0,Medium
12088,GHY,GUWAHATI,NHLN,NAHARLAGUN,332,380.0,6.333333333333333,Medium
12101,LTT,LOKMANYA TIL,HWH,HOWRAH JN.,1956,1860.0,31.0,Long
12102,HWH,HOWRAH JN.,LTT,LOKMANYA TIL,1963,1860.0,31.0,Long
12103,PUNE,PUNE JN.,LJN,LUCKNOW JN.,1478,1495.0,24.916666666666668,Long
12104,LJN,LUCKNOW JN.,PUNE,PUNE JN.,1478,1535.0,25.583333333333332,Long
12105,CSMT,CST-MUMBAI,G,GONDIA JN.,971,970.0,16.166666666666668,Long
12106,G,GONDIA JN.,CSMT,CST-MUMBAI,972,970.0,16.166666666666668,Long
12107,LTT,LOKMANYA TIL,LJN,LUCKNOW JN.,1408,1365.0,22.75,Long
12108,LJN,LUCKNOW JN.,LTT,LOKMANYA TIL,1408,1455.0,24.25,Long
12109,CSMT,CST-MUMBAI,MMR,MANMAD JN.,260,275.0,4.583333333333333,Medium
12110,MMR,MANMAD JN.,CSMT,CST-MUMBAI,260,283.0,4.716666666666667,Medium
12111,CSMT,CST-MUMBAI,AMI,AMRAVATI,676,730.0,12.166666666666666,Long
12112,AMI,AMRAVATI,CSMT,CST-MUMBAI,676,680.0,11.333333333333334,Long
12113,PUNE,PUNE JN.,NGP,NAGPUR JN.(C,895,945.0,15.75,Long
12114,NGP,NAGPUR JN.(C,PUNE,PUNE JN.,895,910.0,15.166666666666666,Long
12115,CSMT,CST-MUMBAI,SUR,SOLAPUR,456,485.0,8.083333333333334,Medium
12116,SUR,SOLAPUR,CSMT,CST-MUMBAI,457,485.0,8.083333333333334,Medium
12117,LTT,LOKMANYA TIL,MMR,MANMAD JN.,244,265.0,4.416666666666667,Medium
12118,MMR,MANMAD JN.,LTT,LOKMANYA TIL,244,265.0,4.416666666666667,Medium
12119,AMI,AMRAVATI,AJNI,AJNI,180,165.0,2.75,Medium
12120,AJNI,AJNI,AMI,AMRAVATI,180,190.0,3.1666666666666665,Medium
12121,JBP,JABALPUR,NZM,HAZRAT NIZAM,883,835.0,13.916666666666666,Long
12122,NZM,HAZRAT NIZAM,JBP,JABALPUR,886,860.0,14.333333333333334,Long
12123,CSMT,CST-MUMBAI,PUNE,PUNE JN.,191,195.0,3.25,Medium
12124,PUNE,PUNE JN.,CSMT,CST-MUMBAI,191,190.0,3.1666666666666665,Medium
12125,CSMT,CST-MUMBAI,PUNE,PUNE JN.,190,205.0,3.4166666666666665,Medium
12126,PUNE,PUNE JN.,CSMT,CST-MUMBAI,190,205.0,3.4166666666666665,Medium
12127,CSMT,CST-MUMBAI,PUNE,PUNE JN.,191,197.0,3.283333333333333,Medium
12128,PUNE,PUNE JN.,CSMT,CST-MUMBAI,191,190.0,3.1666666666666665,Medium
12129,PUNE,PUNE JN.,HWH,HOWRAH JN.,2026,2025.0,33.75,Long
12130,HWH,HOWRAH JN.,PUNE,PUNE JN.,2033,1980.0,33.0,Long
12131,DR,DADAR,SNSI,SAI NAGAR SH,330,360.0,6.0,Medium
12132,SNSI,SAI NAGAR SH,DR,DADAR,330,365.0,6.083333333333333,Medium
12133,CSMT,CST-MUMBAI,MAJN,MANGALORE JN,903,878.0,14.633333333333333,Long
12134,MAJN,MANGALORE JN,CSMT,CST-MUMBAI,909,870.0,14.5,Long
12135,PUNE,PUNE JN.,NGP,NAGPUR JN.(C,895,945.0,15.75,Long
12136,NGP,NAGPUR JN.(C,PUNE,PUNE JN.,895,910.0,15.166666666666666,Long
12137,CSMT,CST-MUMBAI,FZR,FIROZPUR CAN,1910,2055.0,34.25,Long
12138,FZR,FIROZPUR CAN,CSMT,CST-MUMBAI,1913,2035.0,33.916666666666664,Long
12139,CSMT,CST-MUMBAI,NGP,NAGPUR JN.(C,841,910.0,15.166666666666666,Long
12140,NGP,NAGPUR JN.(C,CSMT,CST-MUMBAI,841,900.0,15.0,Long
12141,LTT,LOKMANYA TIL,PPTA,PATLIPUTRA,1693,1705.0,28.416666666666668,Long
12142,PPTA,PATLIPUTRA,LTT,LOKMANYA TIL,1692,1690.0,28.166666666666668,Long
12143,LTT,LOKMANYA TIL,SLN,SULTANPUR JN,1540,1640.0,27.333333333333332,Long
12144,SLN,SULTANPUR JN,LTT,LOKMANYA TIL,1541,1695.0,28.25,Long
12145,LTT,LOKMANYA TIL,PURI,PURI,1888,2095.0,34.916666666666664,Long
12146,PURI,PURI,LTT,LOKMANYA TIL,1895,2045.0,34.083333333333336,Long
12147,KOP,CHHATRAPATI,NZM,HAZRAT NIZAM,1897,1925.0,32.083333333333336,Long
12148,NZM,HAZRAT NIZAM,KOP,CHHATRAPATI,1900,2070.0,34.5,Long
12149,PUNE,PUNE JN.,DNR,DANAPUR,1757,1835.0,30.583333333333332,Long
12150,DNR,DANAPUR,PUNE,PUNE JN.,1756,1835.0,30.583333333333332,Long
12151,LTT,LOKMANYA TIL,HWH,HOWRAH JN.,2089,2150.0,35.833333333333336,Long
12152,HWH,HOWRAH JN.,LTT,LOKMANYA TIL,2095,2055.0,34.25,Long
12153,LTT,LOKMANYA TIL,HBJ,HABIBGANJ,820,775.0,12.916666666666666,Long
12154,HBJ,HABIBGANJ,LTT,LOKMANYA TIL,820,790.0,13.166666666666666,Long
12155,HBJ,HABIBGANJ,NZM,HAZRAT NIZAM,681,655.0,10.916666666666666,Long
12156,NZM,HAZRAT NIZAM,HBJ,HABIBGANJ,683,610.0,10.166666666666666,Long
12157,PUNE,PUNE JN.,SUR,SOLAPUR,265,240.0,4.0,Medium
12158,SUR,SOLAPUR,PUNE,PUNE JN.,265,240.0,4.0,Medium
12159,AMI,AMRAVATI,JBP,JABALPUR,725,790.0,13.166666666666666,Long
12160,JBP,JABALPUR,AMI,AMRAVATI,725,780.0,13.0,Long
12161,LTT,LOKMANYA TIL,AGC,AGRA CANTT,1320,1235.0,20.583333333333332,Long
12162,AGC,AGRA CANTT,LTT,LOKMANYA TIL,1320,1405.0,23.416666666666668,Long
12163,DR,DADAR,MS,CHENNAI EGMO,1278,1395.0,23.25,Long
12164,MS,CHENNAI EGMO,DR,DADAR,1281,1390.0,23.166666666666668,Long
12165,LTT,LOKMANYA TIL,BSB,VARANASI JN.,1488,1542.0,25.7,Long
12166,BSB,VARANASI JN.,LTT,LOKMANYA TIL,1487,1510.0,25.166666666666668,Long
12167,LTT,LOKMANYA TIL,BSB,VARANASI JN.,1500,1630.0,27.166666666666668,Long
12168,BSB,VARANASI JN.,LTT,LOKMANYA TIL,1500,1560.0,26.0,Long
12169,PUNE,PUNE JN.,SUR,SOLAPUR,265,240.0,4.0,Medium
12170,SUR,SOLAPUR,PUNE,PUNE JN.,265,245.0,4.083333333333333,Medium
12171,LTT,LOKMANYA TIL,HW,HARIDWAR JN,1756,1760.0,29.333333333333332,Long
12172,HW,HARIDWAR JN,LTT,LOKMANYA TIL,1759,1740.0,29.0,Long
12173,LTT,LOKMANYA TIL,PBH,PARTAPGARH J,1581,1600.0,26.666666666666668,Long
12174,PBH,PARTAPGARH J,LTT,LOKMANYA TIL,1581,1690.0,28.166666666666668,Long
12175,HWH,HOWRAH JN.,GWL,GWALIOR JN,1291,1410.0,23.5,Long
12176,GWL,GWALIOR JN,HWH,HOWRAH JN.,1292,1410.0,23.5,Long
12177,HWH,HOWRAH JN.,MTJ,MATHURA JN.,1451,1595.0,26.583333333333332,Long
12178,MTJ,MATHURA JN.,HWH,HOWRAH JN.,1453,1580.0,26.333333333333332,Long
12179,LJN,LUCKNOW JN.,AGC,AGRA CANTT,323,360.0,6.0,Medium
12180,AGC,AGRA CANTT,LJN,LUCKNOW JN.,323,355.0,5.916666666666667,Medium
12181,JBP,JABALPUR,AII,AJMER JN.,1024,1075.0,17.916666666666668,Long
12182,AII,AJMER JN.,JBP,JABALPUR,1024,1035.0,17.25,Long
12183,BPL,BHOPAL,PBH,PARTAPGARH J,754,820.0,13.666666666666666,Long
12184,PBH,PARTAPGARH J,BPL,BHOPAL,754,820.0,13.666666666666666,Long
12185,HBJ,HABIBGANJ,REWA,REWA,555,600.0,10.0,Long
12186,REWA,REWA,HBJ,HABIBGANJ,557,600.0,10.0,Long
12187,JBP,JABALPUR,CSMT,CST-MUMBAI,996,1005.0,16.75,Long
12188,CSMT,CST-MUMBAI,JBP,JABALPUR,996,990.0,16.5,Long
12189,JBP,JABALPUR,NZM,HAZRAT NIZAM,937,1050.0,17.5,Long
